Store Number,Profile Key,Phone,Address,Lat,Lng,Store Hours,Pharmacy Hours,Clinic Hours,Services
7965,walgreens-7520-118th--ave-pleasant-prairie-(kenosha)-wi-53158,(262) 857-9484,"7520 118Th  Ave,Pleasant Prairie (Kenosha), WI 53158",42.566727,-87.950369,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Film roll processing"
7966,walgreens-849-woodward--av-chippewa-falls-wi-54729,(715) 726-8540,"849 Woodward  Av,Chippewa Falls, WI 54729",44.9161046,-91.3887771,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
7967,walgreens-15601-hickman-drive-clive-ia-50325,(515) 987-6807,"15601 Hickman Drive,Clive, IA 50325",41.615483,-93.834365,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
7968,walgreens-6200-se-14th-street-des-moines-ia-50320,(515) 309-5468,"6200 SE 14th Street,Des Moines, IA 50320",41.528567,-93.597864,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
7969,walgreens-343-springfield-ave-berkeley-heights-nj-07922,(908) 464-2095,"343 SPRINGFIELD AVE,Berkeley Heights, NJ 07922",40.6874296,-74.4370357,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Immunizations, Online ordering, Film roll processing, Shingles Vaccine"
7970,walgreens-45-s-el-camino-real-millbrae-ca-94030,(650) 697-3970,"45 S El Camino Real,Millbrae, CA 94030",37.597016,-122.38682,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations, Online ordering, Medication Compounding, Film roll processing, Shingles Vaccine"
7971,walgreens-1450-s-highway-97-redmond-or-97756,(541) 548-1731,"1450 S Highway 97,Redmond, OR 97756",44.2627816,-121.1771517,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations, Online ordering, Film roll processing, Shingles Vaccine"
7972,walgreens-1308-e-kansas-ave-garden-city-ks-67846,(620) 275-4430,"1308 E Kansas Ave,Garden City, KS 67846",37.9747645,-100.8581742,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 9:00AM-7:00PM Sat: 9:00AM-7:00PM Sun:       CLOSED       ,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
7973,walgreens-2110-stringtown-rd-grove-city-oh-43123,(614) 277-1325,"2110 Stringtown Rd,Grove City, OH 43123",39.8785906,-83.0591962,M F: 7:00AM-10:00PM Sat: 7:00AM-10:00PM Sun: 7:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
7974,walgreens-1096-route-33-hamilton-nj-08690,(609) 689-3060,"1096 Route 33,Hamilton, NJ 08690",40.2284711,-74.6666859,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
7975,walgreens-5807-main-street-springfield-or-97478,(541) 726-8423,"5807 Main Street,Springfield, OR 97478",44.045633,-122.9270117,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
7976,walgreens-800-lugonia-avenue-redlands-ca-92374,(909) 307-6964,"800 Lugonia Avenue,Redlands, CA 92374",34.069511,-117.173172,M F: 7:00AM-10:00PM Sat: 7:00AM-10:00PM Sun: 7:00AM-10:00PM,M  F: 8:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
7978,walgreens-1395-w-d-street-north-wilkesboro-nc-28659,(336) 651-2910,"1395 W D Street,North Wilkesboro, NC 28659",36.1582846,-81.1576133,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Medication Compounding, Film roll processing, Shingles Vaccine"
7979,walgreens-9700-argyle-forest-blvd-jacksonville-fl-32222,(904) 778-0871,"9700 Argyle Forest Blvd,Jacksonville, FL 32222",30.195043,-81.831357,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 9:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
7981,walgreens-1361-lake-park-blvd-carolina-beach-nc-28428,(910) 458-4172,"1361 Lake Park Blvd,Carolina Beach, NC 28428",34.0502589,-77.900523,M F: 7:00AM-11:00PM Sat: 7:00AM-11:00PM Sun: 7:00AM-11:00PM,M  F: 9:00AM-9:00PM Sat: 10:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Film roll processing"
7982,walgreens-210-n-main-st.-kaysville-ut-84037,(801) 529-1434,"210 N Main St.,Kaysville, UT 84037",41.038233,-111.9385009,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
7983,walgreens-700-e-reelfoot-avenue-union-city-tn-38261,(731) 884-1223,"700 E Reelfoot Avenue,Union City, TN 38261",36.414421,-89.050766,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
7991,walgreens-6444-van-buren-blvd-riverside-ca-92503,(951) 688-8627,"6444 Van Buren Blvd,Riverside, CA 92503",33.9464195,-117.4539834,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering"
7992,walgreens-550-n-ventu-park-rd-thousand-oaks-ca-91320,(805) 375-4052,"550 N Ventu Park Rd,Thousand Oaks, CA 91320",34.187651,-118.911102,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Immunizations, Online ordering, Film roll processing, Shingles Vaccine"
7994,walgreens-2595-peachtree-pkwy-cumming-ga-30041,(678) 455-4544,"2595 Peachtree Pkwy,Cumming, GA 30041",34.0951702,-84.1761673,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Film roll processing"
7995,walgreens-4765-redan-rd-stone-mountain-ga-30088,(404) 299-5322,"4765 Redan Rd,Stone Mountain, GA 30088",33.761493,-84.19705,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 8:00AM-6:00PM Sun: 9:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
7996,walgreens-2702-se-delaware-ave-ankeny-ia-50021,(515) 473-6069,"2702 SE Delaware Ave,Ankeny, IA 50021",41.702112,-93.581857,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
807,walgreens-6125-n-broadway-chicago-il-60660,(773) 764-8961,"6125 N Broadway,Chicago, IL 60660",41.9928588,-87.6601732,M F: 7:00AM-12:00AM Sat: 7:00AM-12:00AM Sun: 7:00AM-12:00AM,M  F: 8:00AM-10:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Printer cartridge refills, Online ordering, Film roll processing, HIV Medication Support"
809,walgreens-8911--n-7th-street-phoenix-az-85020,(602) 944-9635,"8911  N 7th Street,Phoenix, AZ 85020",33.5666539,-112.0652094,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 9:00AM-9:00PM Sat: 10:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Full Liquor department, Online ordering, Redbox DVD rental, Film roll processing"
811,walgreens-615-carr-152-%2311-naranijito-pr-00719,(787) 869-0240,"615 Carr 152 #11, Mercado Plaza,Naranijito, PR 00719",,,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
813,walgreens-15442-n-99th-ave-sun-city-az-85351,(623) 974-2526,"15442 N 99th Ave,Sun City, AZ 85351",33.6234051,-112.2696926,M F: 7:00AM-9:00PM Sat: 7:00AM-9:00PM Sun: 7:00AM-8:00PM,M  F: 8:00AM-8:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Printer cartridge refills, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine, Home Medical Equipment"
82,walgreens-35-ave.-los-dominicos-toa-baja-pr-00949,(787) 795-2083,"35 Ave. Los Dominicos,Toa Baja, PR 00949",18.4389847,-66.1783891,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Cafe W: coffee, baked goods and more, Online ordering, Redbox DVD rental, Film roll processing"
828,walgreens-12-w-66th-st-richfield-mn-55423,(612) 861-7276,"12 W 66th St,Richfield, MN 55423",44.8835147,-93.2784011,Open 24 Hours,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Online ordering, Film roll processing"
829,walgreens-8361-w-belmont-river-grove-il-60171,(708) 452-8062,"8361 W Belmont,River Grove, IL 60171",41.9375601,-87.8351595,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
840,walgreens-1334-saratoga-ave-san-jose-ca-95129,(408) 249-7333,"1334 Saratoga Ave,San Jose, CA 95129",37.299666,-121.981427,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
842,walgreens-350-capitol-san-jose-ca-95133,(408) 259-9200,"350 Capitol,San Jose, CA 95133",37.3714749,-121.8441954,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Liquor department (Beer & Wine), Immunizations, Online ordering, Redbox DVD rental, Medication Compounding, Film roll processing, Shingles Vaccine"
851,walgreens-550-carreterra--%23167-bayamon-pr-00959,(787) 395-7480,"550 Carreterra  #167, Plaza Tropical,Bayamon, PR 00959",18.3910115,-66.1355775,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,,"Digital photo pickup, Pharmacy drive-thru, Immunizations, Cafe W: coffee, baked goods and more, Online ordering, Shingles Vaccine"
854,walgreens-5764-s-lindbergh-blvd-saint-louis-mo-63123,(314) 842-3372,"5764 S Lindbergh Blvd,Saint Louis, MO 63123",38.523248,-90.347863,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations, Online ordering, Redbox DVD rental, Medication Compounding, Film roll processing, Shingles Vaccine"
866,walgreens-425-wabasha-st-n-st-paul-mn-55102,(651) 224-6030,"425 Wabasha St N,St Paul, MN 55102",44.9471445,-93.0959861,M F: 7:00AM-7:00PM Sat: 9:00AM-5:00PM Sun: 11:00AM-5:00PM,M  F: 7:00AM-7:00PM Sat:      CLOSED       Sun:       CLOSED       ,,"Digital photo pickup, Online ordering, Film roll processing"
884,walgreens-2238-westborough-blvd-s-san-francisco-ca-94080,(650) 873-0551,"2238 Westborough Blvd,S San Francisco, CA 94080",37.6440442,-122.4517099,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Liquor department (Beer & Wine), Immunizations, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
887,walgreens-1524-polk-st-san-francisco-ca-94109,(415) 673-4701,"1524 Polk St,San Francisco, CA 94109",37.790884,-122.420595,M F: 7:00AM-12:00AM Sat: 8:00AM-12:00AM Sun: 8:00AM-11:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-5:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Liquor department (Beer & Wine), Online ordering, Film roll processing"
89,walgreens-8715-s-harlem-bridgeview-il-60455,(708) 598-2511,"8715 S Harlem,Bridgeview, IL 60455",41.7323903,-87.7989475,M F: 7:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
890,walgreens-135-powell-san-francisco-ca-94102,(415) 391-7222,"135 Powell,San Francisco, CA 94102",37.7861351,-122.4080499,M F: 7:00AM-12:00AM Sat: 7:00AM-12:00AM Sun: 8:00AM-12:00AM,M  F: 9:00AM-7:00PM Sat: 9:00AM-5:00PM Sun:       CLOSED       ,,"Digital photo pickup, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
891,walgreens-65-infanteria-shopping-ctr-san-juan-pr-00925,(787) 767-1636,"65 Infanteria Shopping Ctr,San Juan, PR 00925",18.4005746,-66.0508142,M F: 7:00AM-10:00PM Sat: 7:00AM-10:00PM Sun: 7:00AM-10:00PM,M  F: 7:00AM-10:00PM Sat: 7:00AM-10:00PM Sun: 7:00AM-10:00PM,,"Digital photo pickup, Printer cartridge refills, Immunizations, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
893,walgreens-1344-stockton-san-francisco-ca-94133,(415) 981-6274,"1344 Stockton,San Francisco, CA 94133",37.7982793,-122.4086534,M F: 8:00AM-12:00AM Sat: 8:00AM-12:00AM Sun: 8:00AM-9:00PM,M  F: 8:00AM-9:00PM Sat: 9:00AM-7:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Liquor department (Beer & Wine), Online ordering, Film roll processing"
895,walgreens-2012-el-camino-real-santa-clara-ca-95050,(408) 246-1054,"2012 El Camino Real,Santa Clara, CA 95050",37.3522858,-121.9613259,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-9:00PM,M  F: 8:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
896,walgreens-3601-california-san-francisco-ca-94118,(415) 668-5202,"3601 California,San Francisco, CA 94118",37.786304,-122.4535164,M F: 7:30AM-12:00AM Sat: 8:00AM-12:00AM Sun: 9:00AM-10:00PM,M  F: 8:00AM-9:00PM Sat: 9:00AM-7:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Liquor department (Beer & Wine), Immunizations, Online ordering, Film roll processing, Shingles Vaccine"
900,walgreens-2105-morrill-ave-san-jose-ca-95132,(408) 263-5550,"2105 Morrill Ave,San Jose, CA 95132",37.413397,-121.875492,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-9:00PM Sat: 9:00AM-7:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
9000,walgreens-2001-n-milwaukee-ave.-chicago-il-60647,(773) 772-2370,"2001 N Milwaukee Ave.,Chicago, IL 60647",41.9176812,-87.688595,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
9001,walgreens-191-n-clark-street-chicago-il-60601,(312) 634-0152,"191 N Clark Street,Chicago, IL 60601",41.8855658,-87.6308934,M F: 6:30AM-8:00PM Sat: 9:00AM-5:00PM Sun: CLOSED,M  F: 6:30AM-7:00PM Sat:      CLOSED       Sun:       CLOSED       ,,"Digital photo pickup, Printer cartridge refills, Online ordering, Film roll processing"
9002,walgreens-6320-n-eldridge-pkwy-houston-tx-77041,(713) 937-9463,"6320 N Eldridge Pkwy,Houston, TX 77041",29.86354,-95.606518,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Film roll processing"
9003,walgreens-4473-weston-rd-weston-fl-33331,(954) 349-2899,"4473 Weston Rd,Weston, FL 33331",26.068917,-80.363094,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Film roll processing"
9004,walgreens-8955-lantana-rd.-lake-worth-fl-33467,(561) 899-1378,"8955 Lantana Rd.,Lake Worth, FL 33467",26.5909748,-80.1884341,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 8:00AM-6:00PM Sun: 9:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering"
9005,walgreens-200-e-broadway-louisville-ky-40202,(502) 568-4864,"200 E Broadway,Louisville, KY 40202",38.2455636,-85.7516215,M F: 6:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations, Online ordering, Redbox DVD rental, Medication Compounding, Film roll processing, Shingles Vaccine"
9006,walgreens-3619-us-hwy-27-north-sebring-fl-33870,(863) 402-5624,"3619 Us Hwy 27 North,Sebring, FL 33870",27.515961,-81.496184,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-8:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Printer cartridge refills, Online ordering, Film roll processing"
9007,walgreens-1870-east-highway-66-gallup-nm-87301,(505) 722-9499,"1870 East Highway 66,Gallup, NM 87301",35.509424,-108.809153,Open 24 Hours,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
9008,walgreens-403-state-road-82---east-mauston-wi-53948,(608) 847-7814,"403 State Road 82 - East,Mauston, WI 53948",43.7987526,-90.0691922,M F: 7:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
9009,walgreens-3200-8th-st-s-wisconsin-rapids-wi-54494,(715) 424-4082,"3200 8th ST S,Wisconsin Rapids, WI 54494",44.3657407,-89.817115,Open 24 Hours,Open 24 Hours,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Online ordering, Redbox DVD rental, Film roll processing"
9011,walgreens-107-high--st-danvers-ma-01923,(978) 762-0049,"107 High  St,Danvers, MA 01923",42.558678,-70.93116,M F: 7:00AM-11:00PM Sat: 7:00AM-11:00PM Sun: 7:00AM-11:00PM,M  F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 9:00AM-7:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Film roll processing"
9013,walgreens-1065-stateline-road-w-southhaven-ms-38671,(662) 393-8527,"1065 Stateline Road W,Southhaven, MS 38671",34.9918318,-90.009205,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 10:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
9014,walgreens-2839-county-rd-210-w-jacksonville-fl-32259,(904) 287-5476,"2839 County Rd 210 W,Jacksonville, FL 32259",30.026558,-81.595538,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
9015,walgreens-4702-n-jim-miller-rd-dallas-tx-75227,(214) 388-4951,"4702 N Jim Miller Rd,Dallas, TX 75227",32.778416,-96.6997203,M F: 7:00AM-10:00PM Sat: 7:00AM-10:00PM Sun: 7:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Redbox DVD rental, Film roll processing"
9016,walgreens-200-w-state-rd-436-altamonte-springs-fl-32714,(407) 389-0476,"200 W State Rd 436,Altamonte Springs, FL 32714",28.6614155,-81.3910033,M F: 7:00AM-12:00AM Sat: 7:00AM-12:00AM Sun: 7:00AM-12:00AM,M  F: 9:00AM-9:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM,,"Digital photo pickup, Pharmacy drive-thru, Online ordering, Film roll processing"
9018,walgreens-1155-w-68th-st.-hialeah-fl-33014,(305) 362-0978,"1155 W 68th St.,Hialeah, FL 33014",25.8847015,-80.3070577,Open 24 Hours,M  F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,,"Open 24 hours, Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Cafe W: coffee, baked goods and more, Online ordering, Redbox DVD rental, Medication Compounding, Film roll processing"
9020,walgreens-600-adams-shoppes-mars-pa-16046,(724) 742-1701,"600 Adams Shoppes,Mars, PA 16046",40.6958996,-80.0117254,M F: 7:00AM-10:00PM Sat: 7:00AM-10:00PM Sun: 7:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-7:30PM Sat: 9:30AM-5:00PM Sun: 9:30AM-5:00PM,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Immunizations in Take Care Clinic, Cafe W: coffee, baked goods and more, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
9021,walgreens-1811-south-san-jacinto-ave-san-jacinto-ca-92583,(951) 487-6185,"1811 South San Jacinto Ave,San Jacinto, CA 92583",33.768699,-116.9586803,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations, Online ordering, Film roll processing, Shingles Vaccine"
9022,walgreens-1349-e-republic-rd-springfield-mo-65804,(417) 887-9451,"1349 E Republic Rd,Springfield, MO 65804",37.13805,-93.272606,M F: 7:00AM-10:00PM Sat: 7:00AM-10:00PM Sun: 8:00AM-9:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Liquor department (Beer & Wine), Immunizations, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
9023,walgreens-901-s-crowley-road-crowley-tx-76036,(817) 297-1734,"901 S Crowley Road,Crowley, TX 76036",32.5666598,-97.3522931,M F: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM,M  F: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM,,"Digital photo pickup, Printer cartridge refills, Pharmacy drive-thru, Immunizations, Online ordering, Redbox DVD rental, Film roll processing, Shingles Vaccine"
